,Sentence #,Word,Tag
1148,171,HTML,I-Impact
1149,171,or,I-Impact
1150,171,web,I-Impact
1151,171,script,I-Impact
1152,171,via,O
1153,171,(1),O
1154,171,descendancy.php,B-Vector
1155,171,1,O
1156,171,(2),O
1157,171,index.php,B-Vector
1158,171,1,O
1159,171,(3),O
1160,171,individual.php,B-Vector
1161,171,1,O
1162,171,(4),O
1163,171,login.php,B-Vector
1164,171,1,O
1165,171,(5),O
1166,171,relationship.php,B-Vector
1167,171,1,O
1168,171,(6),O
1169,171,source.php,B-Vector
1170,171,1,O
1171,171,(7),O
1172,171,imageview.php,B-Vector
1173,171,1,O
1174,171,(8),O
1175,171,calendar.php,B-Vector
1176,171,1,O
1177,171,(9),O
1178,171,gedrecord.php,B-Vector
1179,171,1,O
1180,171,(10),O
1181,171,login.php,B-Vector
1182,171,1,O
1183,171,and,O
1184,171,(11),O
1185,171,gdbi_interface.php,B-Vector
1186,171,.,O
1187,171,NOTE:,O
1188,171,some,O
1189,171,aspects,O
1190,171,of,O
1191,171,vector,O  
1192,171,10,O
1193,171,were,O
1194,171,later,O
1195,171,reported,O
1196,171,to,O
1197,171,affect,O
1198,171,4.1,O
1199,171,.,O 
1200,172,TCP,B-Component
1201,172,1,O
1202,172,when,B-Setting
1203,172,using,I-Setting
1204,172,a,I-Setting
1205,172,large,I-Setting
1206,172,Window,I-Setting
1207,172,Size,I-Setting
1208,172,1,O
1209,172,makes,O
1210,172,it,O
1211,172,easier,O
1212,172,for,O
1213,172,remote,B-Attacker
1214,172,attackers,I-Attacker
1215,172,to,O
1216,172,guess,B-Impact
1217,172,sequence,I-Impact
1218,172,numbers,I-Impact
1219,172,and,O
1220,172,cause,O
1221,172,a,O
1222,172,denial,B-VulType
1223,172,of,I-VulType
1224,172,service,I-VulType
1225,172,(connection loss),B-VulTypeAKA
1226,172,to,O
1227,172,persistent,B-Victim
1228,172,TCP,I-Victim
1229,172,connections,I-Victim
1230,172,by,O
1231,172,repeatedly,B-Vector
1232,172,injecting,I-Vector
1233,172,a,I-Vector
1234,172,TCP,I-Vector
1235,172,RST,I-Vector
1236,172,packet,I-Vector
1237,172,1,O
1238,172,especially,I-Vector
1239,172,in,I-Vector
1240,172,protocols,I-Vector
1241,172,that,I-Vector
1242,172,use,I-Vector
1243,172,long-lived,I-Vector
1244,172,connections,I-Vector
1245,172,1,O
1246,172,such,I-Vector
1247,172,as,I-Vector
1248,172,BGP,I-Vector
1249,172,.,O
1250,173,Cisco,B-Platform 
1251,173,Internetwork,I-Platform
1252,173,Operating,I-Platform
1253,173,System,I-Platform
1254,173,(IOS),B-PlatformAKA
1255,173,12.0S,B-PlatformVer
1256,173,through,I-PlatformVer
1257,173,12.3T,I-PlatformVer
1258,173,attempts,O
1259,173,to,O
1260,173,process,B-Vul
1261,173,SNMP,I-Vul
1262,173,solicited,I-Vul
1263,173,operations,I-Vul
1264,173,on,I-Vul
1265,173,improper,I-Vul
1266,173,ports,I-Vul
1267,173,(UDP 162 and a randomly chosen UDP port),B-VulAKA
1268,173,1,O
1269,173,which,O
1270,173,allows,O
1271,173,remote,B-Attacker
1272,173,attackers,I-Attacker
1273,173,to,O
1274,173,cause,O
1275,173,a,O
1276,173,denial,B-VulType
1277,173,of,I-VulType
1278,173,service,I-VulType
1279,173,(device reload and memory corruption),B-VulTypeAKA
1280,173,.,O
1281,174,Buffer,B-VulType
1282,174,overflow,I-VulType
1283,174,in,O
1284,174,Info-Zip,B-App
1285,174,2.3,B-AppVer
1286,174,and,I-AppVer 
1287,174,possibly,I-AppVer
1288,174,earlier,I-AppVer
1289,174,versions,I-AppVer
1290,174,1,O
1291,174,when,O
1292,174,using,B-Setting
1293,174,recursive,I-Setting
1294,174,folder,I-Setting
1295,174,compression,I-Setting
1296,174,1,O
1297,174,allows,O
1298,174,remote,B-Attacker
1299,174,attackers,I-Attacker
1300,174,to,O
1301,174,execute,O
1302,174,arbitrary,B-Impact
1303,174,code,I-Impact
1304,174,via,O
1305,174,a,O
1306,174,ZIP,B-Vector
1307,174,file,I-Vector
1308,174,containing,I-Vector
1309,174,a,I-Vector
1310,174,long,I-Vector
1311,174,pathname,I-Vector
1312,174,.,O
1313,175,MailPost,B-App
1314,175,5.1.1sv,B-AppVer
1315,175,1,O
1316,175,and,I-AppVer
1317,175,possibly,I-AppVer
1318,175,earlier,I-AppVer
1319,175,versions,I-AppVer
1320,175,1,O
1321,175,when,O
1322,175,debug,B-Setting
1323,175,mode,I-Setting
1324,175,is,I-Setting
1325,175,enabled,I-Setting
1326,175,1,O
1327,175,allows,O
1328,175,remote,B-Attacker
1329,175,attackers,I-Attacker
1330,175,to,O
1331,175,gain,B-Impact
1332,175,sensitive,I-Impact
1333,175,information,I-Impact
1334,175,via,O
1335,175,the,B-Vector
1336,175,debug,I-Vector 
1337,175,parameter,I-Vector
1338,175,1,O
1339,175,which,O
1340,175,reveals,I-Vector
1341,175,information,I-Vector
1342,175,such,I-Vector
1343,175,as,I-Vector
1344,175,the,I-Vector
1345,175,path,I-Vector
1346,175,to,I-Vector
1347,175,the,I-Vector
1348,175,web,I-Vector
1349,175,root,I-Vector
1350,175,and,I-Vector
1351,175,the,I-Vector
1352,175,web,I-Vector
1353,175,server,I-Vector
1354,175,version,I-Vector
1355,175,.,O
1356,176,AppServ,B-App
1357,176,2.5.x,B-AppVer
1358,176,and,I-AppVer 
1359,176,earlier,I-AppVer
1360,176,installs,B-Setting
1361,176,a,I-Setting
1362,176,default,I-Setting
1363,176,username,I-Setting
1364,176,and,I-Setting
1365,176,password,I-Setting
1366,176,1,O
1367,176,which,O
1368,176,allows,O
1369,176,remote,B-Attacker
1370,176,attackers,I-Attacker
1371,176,to,O
1372,176,gain,B-Impact
1373,176,access,I-Impact
1374,176,.,O
1375,177,Buffer,B-VulType
1376,177,overflow,I-VulType
1377,177,in,O
1378,177,Soldier,B-App
1379,177,of,I-App
1380,177,Fortune,I-App
1381,177,II,I-App
1382,177,1.03,B-AppVer
1383,177,Gold,I-AppVer
1384,177,and,I-AppVer
1385,177,earlier,I-AppVer
1386,177,allows,O
1387,177,remote,B-Attacker
1388,177,attackers,I-Attacker
1389,177,to,O
1390,177,cause,O
1391,177,a,O
1392,177,denial,B-VulType
1393,177,of,I-VulType
1394,177,service,I-VulType
1395,177,(server or client crash),B-VulTypeAKA
1396,177,via,O
1397,177,a,O
1398,177,long,B-Vector
1399,177,(1),O
1400,177,query,I-Vector
1401,177,or,O
1402,177,(2),O
1403,177,reply,I-Vector
1404,177,.,O
1405,179,Cross-site,B-VulType
1406,179,scripting,I-VulType
1407,179,(XSS),B-VulTypeAKA
1408,179,vulnerability,I-VulType
1409,179,in,O
1410,179,the,O
1411,179,login,B-Component
1412,179,form,I-Component
1413,179,in,O
1414,179,Open,B-App
1415,179,WorkFlow,I-App
1416,179,Engine,I-App
1417,179,(OpenWFE),B-AppAKA
1418,179,1.4.x,B-AppVer
1419,179,allows,O
1420,179,remote,B-Attacker
1421,179,attackers,I-Attacker
1422,179,to,O
1423,179,execute,B-Impact
1424,179,arbitrary,I-Impact
1425,179,web,I-Impact
1426,179,script,I-Impact
1427,179,or,I-Impact
1428,179,HTML,I-Impact
1429,179,via,O
1430,179,the,B-Vector
1431,179,url,I-Vector
1432,179,parameter,I-Vector
1433,179,.,O
1434,180,Directory,B-VulType
1435,180,traversal,I-VulType
1436,180,vulnerability,I-VulType
1437,180,in,O
1438,180,MyDMS,B-App
1439,180,1.4.2,B-AppVer
1440,180,and,I-AppVer 
1441,180,other,I-AppVer
1442,180,versions,I-AppVer
1443,180,allows,O
1444,180,remote,B-Attacker
1445,180,registered,I-Attacker
1446,180,users,I-Attacker
1447,180,to,O
1448,180,read,B-Impact
1449,180,arbitrary,I-Impact
1450,180,files,I-Impact
1451,180,via,O
1452,180,..,B-Vector
1453,180,(dot dot),I-Vector
1454,180,sequences,I-Vector
1455,180,in,I-Vector
1456,180,the,I-Vector
1457,180,URL,I-Vector
1458,180,.,O
1459,181,Cross-site,B-VulType
1460,181,scripting,I-VulType
1461,181,(XSS),B-VulTypeAKA
1462,181,vulnerability,I-VulType
1463,181,in,O
1464,181,WebCT,B-App
1465,181,Campus,I-App
1466,181,Edition,I-App
1467,181,4.1.1.5,B-AppVer
1468,181,allows,O
1469,181,remote,B-Attacker
1470,181,attackers,I-Attacker
1471,181,to,O
1472,181,inject,B-Impact
1473,181,arbitrary,I-Impact
1474,181,web,I-Impact
1475,181,script,I-Impact
1476,181,or,I-Impact
1477,181,HTML,I-Impact
1478,181,via,O
1479,181,the,B-Vector
1480,181,@import,I-Vector 
1481,181,URL,I-Vector
1482,181,function,I-Vector
1483,181,in,I-Vector
1484,181,a,I-Vector
1485,181,CSS,I-Vector
1486,181,style,I-Vector
1487,181,tag,I-Vector
1488,181,.,O
1489,182,The,O
1490,182,administration,I-Component
1491,182,interface,I-Component
1492,182,in,O
1493,182,Monit,B-App
1494,182,1.4,B-AppVer
1495,182,through,I-AppVer
1496,182,4.2,I-AppVer
1497,182,allows,O
1498,182,remote,B-Attacker
1499,182,attackers,I-Attacker
1500,182,to,O
1501,182,cause,O
1502,182,an,B-VulType
1503,182,off-by-one,I-VulType
1504,182,overflow,I-VulType
1505,182,via,O
1506,182,a,O
1507,182,POST,B-Vector
1508,182,that,I-Vector
1509,182,contains,I-Vector
1510,182,1024,I-Vector
1511,182,bytes,I-Vector
1512,182,.,O
1513,183,Opera,B-App
1514,183,before,B-AppVer
1515,183,7.54,I-AppVer
1516,183,allows,O
1517,183,remote,B-Attacker
1518,183,attackers,I-Attacker
1519,183,to,O
1520,183,modify,B-Impact
1521,183,properties,I-Impact
1522,183,and,I-Impact
1523,183,methods,I-Impact
1524,183,of,I-Impact
1525,183,the,I-Impact
1526,183,location,I-Impact
1527,183,object,I-Impact
1528,183,and,I-Impact
1529,183,execute,I-Impact
1530,183,Javascript,I-Impact
1531,183,to,I-Impact
1532,183,read,I-Impact
1533,183,arbitrary,I-Impact
1534,183,files,I-Impact
1535,183,from,I-Impact
1536,183,the,I-Impact
1537,183,client's,I-Impact
1538,183,local,I-Impact
1539,183,filesystem,I-Impact
1540,183,or,I-Impact
1541,183,display,I-Impact
1542,183,a,I-Impact
1543,183,false,I-Impact
1544,183,URL,I-Impact
1545,183,to,I-Impact
1546,183,the,I-Impact
1547,183,user,I-Impact
1548,183,.,O
1549,184,Absolute,B-VulType
1550,184,path,I-VulType
1551,184,traversal,I-VulType
1552,184,vulnerability,I-VulType
1553,184,in,O
1554,184,Quake,B-App
1555,184,II,I-App
1556,184,server,I-App
1557,184,before,B-AppVer
1558,184,R1Q2,I-AppVer
1559,184,on,O
1560,184,Windows,B-Platform
1561,184,1,O
1562,184,as,B-Setting 
1563,184,used,I-Setting
1564,184,in,I-Setting
1565,184,multiple,I-Setting
1566,184,products,I-Setting
1567,184,1,O
1568,184,allows,O
1569,184,remote,B-Attacker
1570,184,attackers,I-Attacker
1571,184,to,O
1572,184,read,B-Impact
1573,184,arbitrary,I-Impact
1574,184,files,I-Impact
1575,184,via,O
1576,184,a,O
1577,184,\/,B-Vector
1578,184,in,I-Vector
1579,184,a,I-Vector
1580,184,pathname,I-Vector
1581,184,argument,I-Vector
1582,184,1,O
1583,184,as,I-Vector
1584,184,demonstrated,I-Vector
1585,184,by,I-Vector
1586,184,download \/server.cfg,I-Vector
1587,184,.,O
1588,185,KMail,B-Component
1589,185,1.7.1,B-ComponentVer
1590,185,in,O
1591,185,KDE,B-App
1592,185,3.3.2,B-AppVer
1593,185,allows,O
1594,185,remote,B-Attacker
1595,185,attackers,I-Attacker
1596,185,to,O 
1597,185,spoof,B-Impact
1598,185,email,I-Impact
1599,185,information,I-Impact
1600,185,1,O
1601,185,such,I-Impact 
1602,185,as,I-Impact
1603,185,whether,I-Impact
1604,185,the,I-Impact
1605,185,email,I-Impact
1606,185,has,I-Impact
1607,185,been,I-Impact
1608,185,digitally,I-Impact
1609,185,signed,I-Impact
1610,185,or,I-Impact
1611,185,encrypted,I-Impact
1612,185,1,O
1613,185,via,O
1614,185,HTML,B-Vector
1615,185,formatted,I-Vector
1616,185,email,I-Vector
1617,185,.,O
1618,186,Signedness,B-MINICOMPO
1619,186,error,I-MINICOMPO 
1620,186,in,O
1621,186,the,O
1622,186,copy_from_read_buf,B-Component
1623,186,function,I-Component 
1624,186,in,O
1625,186,n_tty.c,B-App 
1626,186,for,O
1627,186,Linux,B-Platform
1628,186,kernel,I-Platform
1629,186,2.6.10,B-PlatformVer
1630,186,and,I-PlatformVer
1631,186,2.6.11rc1,I-PlatformVer
1632,186,allows,O
1633,186,local,B-Attacker
1634,186,users,I-Attacker
1635,186,to,O
1636,186,read,B-Impact
1637,186,kernel,I-Impact
1638,186,memory,I-Impact
1639,186,via,O
1640,186,a,O
1641,186,negative,B-Vector
1642,186,argument,I-Vector
1643,186,.,O
1644,150,PHP,B-VulType
1645,150,remote,I-VulType
1646,150,file,I-VulType
1647,150,inclusion,I-VulType
1648,150,vulnerability,I-VulType
1649,150,in,O 
1650,150,auth.php,B-Component 
1651,150,in,O
1652,150,PHPNews,B-App
1653,150,1.2.4,B-AppVer
1654,150,and,I-AppVer
1655,150,possibly,I-AppVer
1656,150,1.2.3,I-AppVer
1657,150,1,O
1658,150,allows,O
1659,150,remote,B-Attacker
1660,150,attackers,I-Attacker
1661,150,to,O
1662,150,execute,B-Impact
1663,150,arbitrary,I-Impact
1664,150,PHP,I-Impact
1665,150,code,I-Impact
1666,150,via,O
1667,150,the,O
1668,150,path,B-Vector
1669,150,parameter,I-Vector
1670,150,.,O
1671,210,Cross-site,B-VulType
1672,210,scripting,I-VulType
1673,210,(XSS),B-VulTypeAKA
1674,210,vulnerability,I-VulType
1675,210,in,O
1676,210,Invision,B-App
1677,210,Power,I-App
1678,210,Board,I-App
1679,210,2.0.2,B-AppVer
1680,210,and,I-AppVer
1681,210,earlier,I-AppVer
1682,210,allows,O
1683,210,remote,B-Attacker
1684,210,attackers,I-Attacker
1685,210,to,O
1686,210,inject,B-Impact
1687,210,arbitrary,I-Impact
1688,210,web,I-Impact
1689,210,script,I-Impact
1690,210,or,I-Impact
1691,210,HTML,I-Impact
1692,210,via,O
1693,210,an,O
1694,210,HTTP,B-Vector
1695,210,POST,I-Vector
1696,210,request,I-Vector
1697,210,.,O
1698,187,Multiple,B-VulType
1699,187,cross-site,I-VulType
1700,187,scripting,I-VulType
1701,187,(XSS),B-VulTypeAKA
1702,187,vulnerabilities,I-VulType
1703,187,in,O
1704,187,IlohaMail,B-App 
1705,187,0.8.14,B-AppVer
1706,187,and,I-AppVer
1707,187,earlier,I-AppVer
1708,187,allow,O
1709,187,remote,B-Attacker 
1710,187,attackers,I-Attacker
1711,187,to,O
1712,187,inject,B-Impact
1713,187,arbitrary,I-Impact
1714,187,web,I-Impact
1715,187,script,I-Impact
1716,187,or,I-Impact
1717,187,HTML,I-Impact
1718,187,via,O
1719,187,the,O
1720,187,e-mail,B-Vector
1721,187,(1),O
1722,187,body,I-Vector
1723,187,1,O
1724,187,(2),O
1725,187,filename,I-Vector
1726,187,1,O
1727,187,or,I-Vector
1728,187,(3),O
1729,187,MIME,I-Vector
1730,187,type,I-Vector
1731,187,.,O
1732,189,Directory,B-VulType
1733,189,traversal,I-VulType
1734,189,vulnerability,I-VulType
1735,189,in,O
1736,189,Golden,B-App
1737,189,FTP,I-App
1738,189,server,I-App
1739,189,pro,I-App
1740,189,2.52,B-AppVer
1741,189,allows,O
1742,189,remote,B-Attacker 
1743,189,attackers,I-Attacker
1744,189,to,O
1745,189,read,B-Impact
1746,189,arbitrary,I-Impact
1747,189,files,I-Impact
1748,189,via,O
1749,189,a,B-Vector
1750,189,\..,I-Vector
1751,189,(backward slash dot dot),I-Vector
1752,189,with,I-Vector
1753,189,a,I-Vector
1754,189,leading,I-Vector
1755,189,"'""'",I-Vector
1756,189,(double quote),I-Vector
1757,189,in,I-Vector
1758,189,the,I-Vector
1759,189,GET,I-Vector
1760,189,command,I-Vector
1761,189,.,O
1762,190,Multiple,B-VulType
1763,190,SQL,I-VulType
1764,190,injection,I-VulType
1765,190,vulnerabilities,I-VulType
1766,190,in,O 
1767,190,DUware,B-App
1768,190,DUportal,I-App
1769,190,PRO,I-App
1770,190,3.4.3,B-AppVer 
1771,190,allow,O
1772,190,remote,B-Attacker
1773,190,attackers,I-Attacker
1774,190,to,O
1775,190,execute,B-Impact
1776,190,arbitrary,I-Impact
1777,190,SQL,I-Impact
1778,190,commands,I-Impact
1779,190,via,O 
1780,190,the,O
1781,190,(1),O
1782,190,iChannel,B-Vector
1783,190,parameter,I-Vector
1784,190,to,I-Vector
1785,190,default.asp,I-Vector
1786,190,1,O
1787,190,(2),O
1788,190,iData,B-Vector
1789,190,parameter,I-Vector
1790,190,to,I-Vector
1791,190,detail.asp,I-Vector
1792,190,detail.asp, 
1793,190,(3),O
1794,190,iMem,B-Vector
1795,190,parameter,I-Vector
1796,190,to,I-Vector
1797,190,members.asp,I-Vector
1798,190,1,O
1799,190,(4),O
1800,190,iCat,B-Vector
1801,190,parameter,I-Vector
1802,190,to,I-Vector
1803,190,cat.asp,I-Vector
1804,190,1,O 
1805,190,(5),O
1806,190,offset,B-Vector
1807,190,parameter,I-Vector
1808,190,to,I-Vector
1809,190,members_listing_approval.asp,I-Vector
1810,190,1,O
1811,190,or,O
1812,190,(6),O
1813,190,iChannel,B-Vector
1814,190,parameter,I-Vector
1815,190,to,I-Vector
1816,190,channels_edit.asp,I-Vector
1817,190,.,O
1818,191,Multiple,B-VulType
1819,191,cross-site,I-VulType
1820,191,scripting,I-VulType
1821,191,(XSS),B-VulTypeAKA
1822,191,vulnerabilities,I-VulType
1823,191,in,O
1824,191,McAfee,B-App
1825,191,IntruShield,I-App
1826,191,Security,I-App
1827,191,Management,I-App
1828,191,System,I-App
1829,191,allow,O
1830,191,remote,B-Attacker
1831,191,authenticated,I-Attacker
1832,191,users,I-Attacker
1833,191,to,O
1834,191,inject,B-Impact
1835,191,arbitrary,I-Impact
1836,191,web,I-Impact
1837,191,script,I-Impact
1838,191,or,I-Impact
1839,191,HTML,I-Impact
1840,191,via,O
1841,191,the,O
1842,191,(1),O
1843,191,thirdMenuName,B-Vector
1844,191,or,I-Vector
1845,191,(2),O
1846,191,resourceName,B-Vector
1847,191,parameter,I-Vector
1848,191,to,I-Vector
1849,191,SystemEvent.jsp,I-Vector
1850,191,.,O
1851,192,Check,B-Component
1852,192,Point,I-Component
1853,192,SecuRemote,I-Component
1854,192,NG,I-Component
1855,192,with,O
1856,192,Application,B-MINICOMPO
1857,192,Intelligence,I-MINICOMPO
1858,192,R54,I-MINICOMPO
1859,192,allows,O
1860,192,attackers,B-Attacker
1861,192,to,O
1862,192,obtain,B-Impact
1863,192,credentials,I-Impact
1864,192,and,O 
1865,192,gain,B-Impact
1866,192,privileges,I-Impact
1867,192,via,O
1868,192,unknown,B-Vector
1869,192,attack,I-Vector
1870,192,vectors,I-Vector
1871,192,.,O
1872,193,Eval,B-VulType
1873,193,injection,I-VulType
1874,193,vulnerability,I-VulType
1875,193,in,O
1876,193,Karrigell,B-App
1877,193,before,B-AppVer
1878,193,2.1.8,I-AppVer
1879,193,allows,O
1880,193,remote,B-Attacker
1881,193,attackers,I-Attacker
1882,193,to,O
1883,193,execute,B-Impact
1884,193,arbitrary,I-Impact
1885,193,Python,I-Impact
1886,193,code,I-Impact
1887,193,via,O
1888,193,modified,B-Vector
1889,193,arguments,I-Vector
1890,193,to,I-Vector
1891,193,a,I-Vector
1892,193,Karrigell,I-Vector
1893,193,services,I-Vector
1894,193,(.ks),I-Vector
1895,193,script,I-Vector
1896,193,1,O
1897,193,which,I-Vector
1898,193,can,I-Vector
1899,193,reference,I-Vector
1900,193,functions,I-Vector
1901,193,from,I-Vector
1902,193,libraries,I-Vector
1903,193,that,I-Vector
1904,193,are,I-Vector
1905,193,used,I-Vector
1906,193,by,I-Vector
1907,193,that,I-Vector
1908,193,script,I-Vector
1909,193,.,O
1910,194,Cross-site,B-VulType
1911,194,scripting,I-VulType
1912,194,(XSS),B-VulTypeAKA
1913,194,vulnerability,I-VulType
1914,194,in,O
1915,194,index.php,B-Component 
1916,194,in,O
1917,194,VegaDNS,B-App
1918,194,0.8.1,B-AppVer
1919,194,1,O
1920,194,0.9.8,B-AppVer
1921,194,1,O
1922,194,and,O
1923,194,possibly,O
1924,194,other,B-AppVer
1925,194,versions,I-AppVer
1926,194,1,O
1927,194,allows,O
1928,194,remote,B-Attacker
1929,194,attackers,I-Attacker
1930,194,to,O
1931,194,inject,B-Impact
1932,194,arbitrary,I-Impact
1933,194,web,I-Impact
1934,194,script,I-Impact
1935,194,or,I-Impact
1936,194,HTML,I-Impact
1937,194,via,O
1938,194,the,O
1939,194,message,B-Vector
1940,194,parameter,I-Vector
1941,194,.,O
1942,195,passwd,B-Component
1943,195,in,O
1944,195,Directory,B-App
1945,195,Services,I-App
1946,195,in,O
1947,195,Mac,B-Platform
1948,195,OS,I-Platform
1949,195,X,I-Platform
1950,195,10.3.x,B-PlatformVer 
1951,195,before,I-PlatformVer
1952,195,10.3.9,I-PlatformVer
1953,195,and,O
1954,195,10.4.x,B-PlatformVer
1955,195,before,I-PlatformVer
1956,195,10.4.5,I-PlatformVer
1957,195,allows,O
1958,195,local,B-Attacker
1959,195,users,I-Attacker
1960,195,to,O
1961,195,overwrite,B-Impact
1962,195,arbitrary,I-Impact
1963,195,files,I-Impact
1964,195,via,O
1965,195,a,O
1966,195,symlink,B-Vector
1967,195,attack,I-Vector
1968,195,on,I-Vector
1969,195,the,I-Vector
1970,195,.pwtmp.[PID],I-Vector
1971,195,temporary,I-Vector
1972,195,file,I-Vector
1973,195,.,O
1974,196,The,O
1975,196,password,B-Component
1976,196,reset,I-Component
1977,196,feature,I-Component
1978,196,in,O
1979,196,Movable,B-App
1980,196,Type,I-App
1981,196,before,B-AppVer
1982,196,3.2,I-AppVer
1983,196,generates,B-Vul
1984,196,different,I-Vul
1985,196,error,I-Vul
1986,196,messages,I-Vul
1987,196,depending,I-Vul
1988,196,on,I-Vul
1989,196,whether,I-Vul
1990,196,a,I-Vul
1991,196,user,I-Vul
1992,196,exists,I-Vul
1993,196,or,I-Vul
1994,196,not,I-Vul
1995,196,1,O
1996,196,which,O
1997,196,allows,O
1998,196,remote,B-Attacker
1999,196,attackers,I-Attacker
2000,196,to,O
2001,196,determine,B-Impact
2002,196,valid,I-Impact
2003,196,usernames,I-Impact
2004,196,.,O
2005,197,Microsoft,B-Platform
2006,197,Windows,I-Platform
2007,197,2000,I-Platform
2008,197,before,B-PlatformVer
2009,197,Update,I-PlatformVer
2010,197,Rollup,I-PlatformVer
2011,197,1,I-PlatformVer
2012,197,for,I-PlatformVer  
2013,197,SP4,I-PlatformVer
2014,197,does,B-Vul
2015,197,not,I-Vul
2016,197,apply,I-Vul
2017,197,group,I-Vul
2018,197,policies,I-Vul
2019,197,if,I-Vul
2020,197,the,I-Vul
2021,197,user,I-Vul
2022,197,logs,I-Vul
2023,197,on,I-Vul
2024,197,using,I-Vul
2025,197,UPN,I-Vul
2026,197,credentials,I-Vul
2027,197,with,I-Vul
2028,197,a,I-Vul
2029,197,trailing,I-Vul
2030,197,dot,I-Vul
2031,197,1,O
2032,197,which,O
2033,197,prevents,B-Impact
2034,197,Windows,B-Platform
2035,197,2000,I-Platform
2036,197,from,I-Impact
2037,197,finding,I-Impact
2038,197,the,I-Impact
2039,197,correct,I-Impact
2040,197,domain,I-Impact
2041,197,controller,I-Impact
2042,197,and,I-Impactl
2043,197,could,I-Impact
2044,197,allow,I-Impact
2045,197,the,I-Impact
2046,197,user,I-Impact
2047,197,to,I-Impact
2048,197,bypass,I-Impact
2049,197,intended,I-Impact
2050,197,restrictions,I-Impact
2051,197,.,O
2052,198,Frisk,B-App
2053,198,F-Prot,I-App
2054,198,Antivirus,I-App
2055,198,allows,O
2056,198,remote,B-Attacker
2057,198,attackers,I-Attacker
2058,198,to,O
2059,198,bypass,B-Impact
2060,198,protection,I-Impact
2061,198,via,O
2062,198,a,O
2063,198,ZIP,B-Vector
2064,198,file,I-Vector
2065,198,with,I-Vector
2066,198,a,I-Vector
2067,198,version,I-Vector
2068,198,header,I-Vector
2069,198,greater,I-Vector
2070,198,than,I-Vector
2071,198,15,I-Vector
2072,198,1,O
2073,198,which,O
2074,198,prevents,B-Impact
2075,198,F-Prot,B-App
2076,198,from,I-Impact
2077,198,decompressing,I-Impact
2078,198,and,I-Impact
2079,198,analyzing,I-Impact
2080,198,the,I-Impact
2081,198,file,I-Impact
2082,198,.,O
2083,200,frameset.htm,B-MINICOMPO
2084,200,in,O
2085,200,the,O
2086,200,BSP,B-Component
2087,200,runtime,I-Component
2088,200,in,O
2089,200,SAP,B-App
2090,200,Web,I-App
2091,200,Application,I-App
2092,200,Server,I-App
2093,200,(WAS),B-AppAKA
2094,200,6.10,B-AppVer
2095,200,through,I-AppVer 
2096,200,7.00,I-AppVer
2097,200,allows,O
2098,200,remote,B-Attacker
2099,200,attackers,I-Attacker
2100,200,to,O
2101,200,log,B-Impact
2102,200,users,I-Impact
2103,200,out,I-Impact
2104,200,and,O
2105,200,redirect,B-Impact
2106,200,them,I-Impact
2107,200,to,I-Impact
2108,200,arbitrary,I-Impact
2109,200,web,I-Impact
2110,200,sites,I-Impact
2111,200,via,O
2112,200,a,B-Vector
2113,200,close,I-Vector
2114,200,command,I-Vector
2115,200,in,I-Vector
2116,200,the,I-Vector
2117,200,sap-sessioncmd,I-Vector
2118,200,parameter,I-Vector
2119,200,and,O 
2120,200,a,B-Vector
2121,200,URL,I-Vector
2122,200,in,I-Vector
2123,200,the,I-Vector
2124,200,sap-exiturl,I-Vector
2125,200,parameter,I-Vector
2126,200,.,O
2127,201,Multiple,B-VulType
2128,201,SQL,I-VulType
2129,201,injection,I-VulType
2130,201,vulnerabilities,I-VulType
2131,201,in,O
2132,201,Ugroup,B-App
2133,201,2.6.2,B-AppVer
2134,201,and,I-AppVer
2135,201,earlier,I-AppVer
2136,201,allow,O
2137,201,remote,B-Attacker
2138,201,attackers,I-Attacker
2139,201,to,O
2140,201,execute,B-Impact
2141,201,arbitrary,I-Impact
2142,201,SQL,I-Impact
2143,201,commands,I-Impact
2144,201,via,O
2145,201,the,O
2146,201,(1),O
2147,201,FORUM_ID,B-Vector
2148,201,parameter,I-Vector
2149,201,in,I-Vector
2150,201,forum.php,I-Vector
2151,201,1,O
2152,201,and,O
2153,201,the,O
2154,201,(2),O
2155,201,TOPIC_ID,B-Vector
2156,201,1,O
2157,201,(3),O
2158,201,FORUM_ID,B-Vector
2159,201,1,O
2160,201,and,O
2161,201,(4),O
2162,201,CAT_ID,B-Vector
2163,201,parameters,I-Vector
2164,201,in,I-Vector
2165,201,topic.php,I-Vector
2166,201,.,O
2167,202,SQL,B-VulType
2168,202,injection,I-VulType
2169,202,vulnerability,I-VulType
2170,202,in,O
2171,202,topic.php,B-Component 
2172,202,in,O
2173,202,ShockBoard,B-App
2174,202,3.0,B-AppVer
2175,202,and,O
2176,202,4.0,B-AppVer
2177,202,allows,O
2178,202,remote,B-Attacker
2179,202,attackers,I-Attacker
2180,202,to,O
2181,202,execute,B-Impact
2182,202,arbitrary,I-Impact
2183,202,SQL,I-Impact
2184,202,commands,I-Impact
2185,202,via,O
2186,202,the,O
2187,202,offset,B-Vector
2188,202,parameter,I-Vector
2189,202,.,O
2190,203,CRLF,B-VulType
2191,203,injection,I-VulType
2192,203,vulnerability,I-VulType
2193,203,in,O
2194,203,the,O
2195,203,mb_send_mail,B-MINICOMPO
2196,203,function,I-MINICOMPO
2197,203,in,O
2198,203,PHP,B-App
2199,203,before,B-AppVer
